id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	Auferstehungslicht	00:38:00	MED	20.04.2026 00:00:00	Christus, das Auferstehungslicht, leuchtet in unserer Seele	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 09.04.2004.	SNJ	False	False	False	False	False	False	False	DE_MED_CH85Auferstehungslicht_16zu9.mpg	Auferstehungslicht.jpg
5	FGE VerbindeSei 02 AB	00:10:00	GR-ALLG	20.04.2026 00:45:00	Freie Gemeinschaften - Verbinde und Sei: Sein Wort – Ewige Gegenwart	Kurzsendung unter dem Motto „Wir sind die Freien Gemeinschaften – verbinde und sei“, heute unter anderem zum Thema „Sein Wort – Ewige Gegenwart“	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_02SeinWortEwigeGegenwart_16zu9.mpg	FGE VerbindeSei.jpg
9	InnereAndacht 01 A	00:48:30	MED	20.04.2026 01:00:00	Innere Andacht	Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 1: Es gibt nur eine Wahrheit - GOTT.	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_01_16zu9.mpg	InnereAndacht.jpg
15	UnsterblicherSeraph 01 A	00:51:00	GR-ALLG	20.04.2026 01:55:00	Der unsterbliche Seraph (1)	Erster Teil der Lesung aus dem Begleitbuch im messianischen, sophianischen Zeitalter zum ur-kosmischen Werk, dem Offenbarungs-Werk des Christus Gottes "Das ist Mein Wort. Alpha und Omega" 	SNJ	False	False	False	False	False	False	False	DE_SON_UnsterbSeraphGabriele_01_NAE3_16zu9.mpg	UnsterblicherSeraph.jpg
18	UnsterblicherSeraph 02 A	00:58:30	GR-ALLG	20.04.2026 02:50:30	Der unsterbliche Seraph (2)	Zweiter Teil der Lesung aus dem Begleitbuch im messianischen, sophianischen Zeitalter zum ur-kosmischen Werk, dem Offenbarungs-Werk des Christus Gottes "Das ist Mein Wort. Alpha und Omega" 	SNJ	False	False	False	False	False	False	False	DE_SON_UnsterbSeraphGabriele_02_NAE3_16zu9.mpg	UnsterblicherSeraph.jpg
22	FestFamilieOstern26	01:03:30	GR-ALLG	20.04.2026 04:00:00	Christus, der Auferstandene, kam aus Liebe zur ganzen Schöpfung	Fest der Familie Gottes auf Erden - eine Aufzeichnung aus der Sophia-Bibliothek, dem Zentrum des Freien Geistes für alle Kulturen weltweit, an Ostern 2026	SNJ	False	False	False	False	False	False	False	DE_SON_Ostern26_NAE.mpg	FestFamilieApr26.jpg
28	1. Gebot UT	00:28:00	MED	20.04.2026 05:15:00	Das erste Gebot	Gebetsmeditation, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_CH66ZehnGebote_001_UT_NAE1_16zu9.mpg	1-Gebot.JPG
35	IhreGedanken 07 1Mo	00:11:00	MED-TAG	20.04.2026 06:00:00	Ihre Gedanken sind Ihr Tag	Bildmeditation als Richtschnur für den Tag, heute mit dem Leitgedanken: Ein neuer Tag mit Christus heißt, den Tag mit IHM zu beginnen. ER möchte Sie glücklich machen. 	SNJ	False	False	False	False	False	False	False	DE_GH_Woche07Montag_057_16zu9.mpg	IhreGedanken.jpg
42	Medikurs1 06	00:26:00	MED	20.04.2026 06:20:00	Urchristlich Meditieren	Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger erster Schulungszyklus, Folge 6: Meine Seele öffnet sich gleich einer Rose.	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs1SeeleOeffnet_006_16zu9.mpg	Medikurs.JPG
50	GebetMutterErde UT	00:27:00	MED	20.04.2026 06:55:00	Gebet für die Mutter Erde	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 14.05.2004. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_CHGebetMutterErde_UT_NAE.mpg	BetenMitfuehlen.jpg
57	FGE VerbindeSei 13 ABB	00:07:00	GR-ALLG	20.04.2026 07:30:30	Freie Gemeinschaften - Verbinde und Sei: Lebe den Augenblick - und Du siehst und erkennst Dich	Kurzsendung unter dem Motto „Wir sind die Freien Gemeinschaften – verbinde und sei“, heute unter anderem zum Thema „Lebe den Augenblick - und Du siehst und erkennst Dich“	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_13LebeAugenblick_16zu9.mpg	FGE VerbindeSei.jpg
60	IhreGedanken 07 1Mo	00:11:00	MED-TAG	20.04.2026 07:40:30	Ihre Gedanken sind Ihr Tag	Bildmeditation als Richtschnur für den Tag, heute mit dem Leitgedanken: Ein neuer Tag mit Christus heißt, den Tag mit IHM zu beginnen. ER möchte Sie glücklich machen. 	SNJ	False	False	False	False	False	False	False	DE_GH_Woche07Montag_057_16zu9.mpg	IhreGedanken.jpg
67	SchuleLeben 05 A	00:26:30	GR-LEB	20.04.2026 08:00:30	Die wahre Schule ist das Leben	Lehrstunden aus der göttlichen Weisheit - heute mit dem Thema: Meine Gedanken, die Siedler	SNJ	False	False	False	False	False	False	False	DE_DWS_05GedankenSiedler_16zu9.mpg	SchuleLeben 02.jpg
75	Ruf 8 WorteFürDasLeben	00:13:00	SON	20.04.2026 08:40:00	Der Ruf des Christus-Gottes: Worte für das Leben	Bebilderter Ruf des Christus-Gottes, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches: Worte für das Leben.	SNJ	False	False	False	False	False	False	False	DE_SON_GabiRuf8WorteFuerDasLeben_16zu9.mpg	Ruf-8.jpg
81	FestFamilieOstern26	01:03:30	GR-ALLG	20.04.2026 09:00:00	Christus, der Auferstandene, kam aus Liebe zur ganzen Schöpfung	Fest der Familie Gottes auf Erden - eine Aufzeichnung aus der Sophia-Bibliothek, dem Zentrum des Freien Geistes für alle Kulturen weltweit, an Ostern 2026	SNJ	False	False	False	False	False	False	False	DE_SON_Ostern26_NAE.mpg	FestFamilieApr26.jpg
86	Sternstunden 08 A	00:38:00	MED	20.04.2026 10:15:00	Unser physischer Leib: der Mikrokosmos im Makrokosmos	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 06.09.2002.	SNJ	False	False	False	False	False	False	False	DE_MED_SternPhysischerLeib_008_16zu9.mpg	Sternstunden-08.jpg
90	StummeBitten	00:10:00	LES	20.04.2026 11:00:00	Stumme Bitten	Lesung einer Tiergeschichte von Manfred Kyber 	SNJ	False	False	False	False	False	False	False	DE_LES_StummeBitten_16zu9.mpg	StummeBitten.jpg
96	UrchristlicherStrom 01 A	00:53:00	GR-ALLG	20.04.2026 11:15:00	Das prophetische Wort im urchristlichen Strom - heute und zu allen Zeiten	Gesprächsrunde zum Thema "Das prophetische Wort im urchristlichen Strom - heute und zu allen Zeiten und der Versuch der Ausmerzung der Urgemeinden, der Nachfolger des Jesus von Nazareth" Teil 1	SNJ	False	False	False	False	False	False	False	DE_SON_UrchristlicherStrom_01_NAE_16zu9.mpg	UrchristlicherStrom.jpg
