id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	SoWieIhrGebt	00:32:00	MED	27.04.2026 00:00:00	So wie ihr gebt, so wird euch gegeben	Gebetsmeditation, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 08.11.2002.	SNJ	False	False	False	False	False	False	False	DE_MED_CHSoWieIhrGebt_NAE2_16zu9.mpg	So wie ihr gebt.jpg
7	FGE VerbindeSei 16 ABB	00:06:30	GR-ALLG	27.04.2026 00:50:00	Freie Gemeinschaften - Verbinde und Sei: Lass nicht los!	Kurzsendung unter dem Motto „Wir sind die Freien Gemeinschaften – verbinde und sei“, heute unter anderem zum Thema „Lass nicht los!“	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_16LassNichtLos_16zu9.mpg	FGE VerbindeSei.jpg
11	InnereAndacht 02 A	00:57:30	MED	27.04.2026 01:00:00	Innere Andacht	Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 2: Gott ist - und wir sind göttlich.	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_02_NeuAltErsetzen_Musik_16zu9.mpg	InnereAndacht.jpg
18	JugendProphet 06 A	00:20:30	LES	27.04.2026 02:05:00	Der Jugendliche und der Prophet (6)	Lesung aus einem Gespräch mit Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, Folge 6	SNJ	False	False	False	False	False	False	False	DE_LES_JugendProphet_06_2025_16zu9.mpg	JugendProphet.jpg
27	ErlangeGotteserfahrung UT	00:19:30	MED	27.04.2026 02:35:00	Erlange Gotteserfahrung	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_ErlangeGotteserfahrung_UT_NAE.mpg	ErlangeGotteserfahrung.jpg
31	Landwirtschaft	00:32:30	GR-ALLG	27.04.2026 03:00:00	Die neue Landwirtschaft	Gesprächsrunde mit dem Thema "Die neue Landwirtschaft im Zeichen des messianischen, sophianischen Jesaja-Landes im Tatwerk der Gottes- und Nächstenliebe", aus dem Füllhorn der göttlichen Weisheit, gegeben im Februar 2022	SNJ	False	False	False	False	False	False	False	DE_GR-SON_Landwirtschaft_16zu9.mpg	Landwirtschaft.jpg
37	Brache	00:18:00	REP	27.04.2026 03:40:30	Eine neue Landwirtschaft für die Neue Zeit	Dokumentation über eine neue Landwirtschaft im Einklang mit der Natur. Heute: Die Brache -  gesunder Boden, gesunde Früchte	SNJ	False	False	False	False	False	False	False	DE_DOK_LandBrache_NAE1_16zu9.mpg	Brache.jpg
45	FestFamilieOstern26	01:03:30	GR-ALLG	27.04.2026 04:05:00	Christus, der Auferstandene, kam aus Liebe zur ganzen Schöpfung	Fest der Familie Gottes auf Erden - eine Aufzeichnung aus der Sophia-Bibliothek, dem Zentrum des Freien Geistes für alle Kulturen weltweit, an Ostern 2026	SNJ	False	False	False	False	False	False	False	DE_SON_Ostern26_NAE.mpg	FestFamilieApr26.jpg
50	Sternstunden 17 UT A 	00:30:30	MED	27.04.2026 05:20:00	Innere Sicherheit und Geborgenheit	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 03.01.2003. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_Stern_017_InnereSicherhei_UT.mpg	Sternstunden.jpg
58	IhreGedanken 08 1Mo	00:11:00	MED-TAG	27.04.2026 06:00:00	Ihre Gedanken sind Ihr Tag	Bildmeditation als Richtschnur für den Tag, heute mit dem Leitgedanken: Jedem Gedanken, der immer wieder genährt wird, geben Sie Zeit zur Reife mit (8a).	SNJ	False	False	False	False	False	False	False	DE_GH_Woche08Montag_001_16zu9.mpg	IhreGedanken.jpg
65	Medikurs1 07	00:21:00	MED	27.04.2026 06:20:30	Urchristlich Meditieren	Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger erster Schulungszyklus, Folge 7: Das Licht Gottes durchstrahlt mich.	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs1DasLichtGottes_007_16zu9.mpg	Medikurs.JPG
69	BaueDieBrücke UT	00:31:00	MED	27.04.2026 06:50:00	Baue die Brücke zu Christus	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 23.01.2004. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_CHBruecke_UT_NAE1_16zu9.mpg	BaueDieBruecke.JPG
79	IhreGedanken 08 1Mo	00:11:00	MED-TAG	27.04.2026 07:40:30	Ihre Gedanken sind Ihr Tag	Bildmeditation als Richtschnur für den Tag, heute mit dem Leitgedanken: Jedem Gedanken, der immer wieder genährt wird, geben Sie Zeit zur Reife mit (8a).	SNJ	False	False	False	False	False	False	False	DE_GH_Woche08Montag_001_16zu9.mpg	IhreGedanken.jpg
88	SchuleLeben 06 A	00:46:30	GR-LEB	27.04.2026 08:00:30	Die wahre Schule ist das Leben	Lehrstunden aus der göttlichen Weisheit - heute mit dem Thema: Lerne mit der Natur und den Tieren zu leben, dann lernst du dich besser verstehen und auch deinen Nächsten.	SNJ	False	False	False	False	False	False	False	DE_DWS_06NaturUndtiere_NAE_16zu9.mpg	SchuleLeben 02.jpg
92	ImGespräch 10	00:57:30	GR-ALLG	27.04.2026 09:00:00	Im Gespräch mit... zum Thema: "Artenvielfalt retten - wie?"	Im Interview kommen namhafte Experten zu Wort. Heute: Prof. Peter Berthold, Ornithologe, zum Thema: "Artenvielfalt retten - wie?"	SNJ	False	False	False	False	False	False	False	DE_GR_GesprBerthold2022_NAE_16zu9.mpg	ImGespraech-06.jpg
