id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	46846	Gemeinde März2026	SON	01:31:00	23.03.2026 00:00:00	Reunión de la Comunidad cristiano-originaria en Altfeld, Alemania. 	Un llamamiento a favor de la mujer. La Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios. En marzo de 2026, año 3 de la Era mesiánica, sofiánica.		False	False	False	False	False	False	False	ES_GemeindeMaerz.jpg
4	42165	GedichtHoheLiedWeisheit	SON	00:06:00	23.03.2026 01:34:30	Himno de la Sabiduría divina	Himno de la Sabiduría divina		False	False	False	False	False	False	False	ES_HoheLied.jpg
6	42715	UnsereHeimat	MED	00:33:30	23.03.2026 01:42:30	Meditación. Nuestra Hogar en la Existencia eterna pura	Meditación. Nuestra Hogar en la Existencia eterna pura		False	False	False	False	False	False	False	Seerosen.jpg
10	28821	SpaziergangRaab	REP	00:53:30	23.03.2026 02:24:30	Descubrir el bosque "Sinfonía de la naturaleza". Un paseo por el bosque con Bernd Raab	Descubrir el bosque "Sinfonía de la naturaleza". Un paseo por el bosque con Bernd Raab		False	False	False	False	False	False	False	Natursynphonie.jpg
15	45343	Christus Nov25	OFF	00:22:30	23.03.2026 03:23:30	El Cristo de Dios se manifestó durante la reunión de la Comunidad base del Señor para la venida del Cristo de Dios. 	El 8 de noviembre de 2025, año 2 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	ChristusAbbildUndTische.jpg
22	30585	ImGespräch 5	GR	00:20:00	23.03.2026 04:02:30	Conversando con... Catedrático Dr. Mojib Latif, climatólogo.	Conversando con... Catedrático Dr. Mojib Latif, climatólogo.		False	False	False	False	False	False	False	GersprLatif.jpg
24	46846	Gemeinde März2026	SON	01:31:00	23.03.2026 04:25:30	Reunión de la Comunidad cristiano-originaria en Altfeld, Alemania. 	Un llamamiento a favor de la mujer. La Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios. En marzo de 2026, año 3 de la Era mesiánica, sofiánica.		False	False	False	False	False	False	False	ES_GemeindeMaerz.jpg
28	33478	GebetMutterErde	MED	00:27:00	23.03.2026 06:05:00	Oración por la Madre Tierra	Oración por la Madre Tierra		False	False	False	False	False	False	False	Erdkugel.jpg
30	36082	SchuleLeben 17	DWS	00:14:30	23.03.2026 06:35:00	¿Cómo puedo ser fiel a mis propósitos?	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	Sonneuntergang.jpg
33	33528	IhreGedanken 08 1Mo	GH	00:11:00	23.03.2026 06:52:00	Sus pensamientos son su día. Hablado por Gabriele - Lunes	Hablado por Gabriele - Lunes		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
