id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	41403	FGE BerichtWeltweit	FGE	00:46:00	04.05.2026 00:00:00	El cristianismo originario en todo el mundo. Colectividades libres internacionales bajo el signo del Lirio. La enseñanza de los cristianos originarios en la era mesiánica, sofiánica. Dios en nosotros y nosotros en Dios	El cristianismo originario en todo el mundo. Colectividades libres internacionales bajo el signo del Lirio. La enseñanza de los cristianos originarios en la era mesiánica, sofiánica. Dios en nosotros y nosotros en Dios		False	False	False	False	False	False	False	ES_BerichtWeltweit.jpg
3	47187	Ostern 2026	SON	01:03:30	04.05.2026 00:52:00	La Fiesta de la Familia de Dios en la Tierra	Cristo, el Resucitado, vino por amor a toda la Creación.		False	False	False	False	False	False	False	ES_Ostern2026.jpg
5	36979	Die neue Landwirtschaft	GR-SON	00:32:30	04.05.2026 01:56:30	La nueva agricultura bajo el signo messiánico, sofiánico de la Tierra de Isaías, en la obra de acción del amor a Dios y al prójimo	Coloquio sobre el tema: La nueva agricultura bajo el signo mesiánico, sofiánico de la Tierra de Isaías, en la obra de acción del amor a Dios y al prójimo, dada desde la plenitud de la Sabiduría Divina en febrero 2022		False	False	False	False	False	False	False	SchmetterlingUndGetreide_korr.jpg
8	40512	Pflanzensude	DOK	00:20:30	04.05.2026 02:32:30	Una nueva agricultura para el nuevo tiempo	Hoy con el tema: Brebaje vegetal - líquido reforzante para el campo		False	False	False	False	False	False	False	PflanzenSude (2).jpg
10	32354	Sternstunden 18	MED	00:35:00	04.05.2026 02:57:30	Horas estelares con Gabriele. Primer y quinto Mandamiento de Dios en la Luz de Cristo 	Horas estelares con Gabriele. Primer y quinto Mandamiento de Dios en la Luz de Cristo 		False	False	False	False	False	False	False	10Gebote.jpg
12	47175	Christus Ostern25	OFF	00:25:30	04.05.2026 03:35:00	El Cristo de Dios se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios en Semana Santa de 2025, el año 2 de la Era mesiánica, sofiánica	El Cristo de Dios se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios en Semana Santa de 2025, el año 2 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	ES_OFF_Christus-Ostern2025.jpg
14	43514	AuflösungFormen 3	SON	00:53:00	04.05.2026 04:02:30	3ª parte. Los preparativos para la disolución de todas las formas condensadas y la segunda venida del Cristo de Dios. 	Parte 3: El retorno de los hijos de Dios. El regreso a la unidad con todo lo que vive y el Amor eterno.		False	False	False	False	False	False	False	ES_Aufloesung.jpg
17	47145	ChristusAuferstehen	MED	00:24:00	04.05.2026 04:58:30	Cristo quiere resucitar en cada uno de nosotros	Meditación dada por Gabriele, la profeta y enviada del Reino Eterno, el 25 de marzo de 2005		False	False	False	False	False	False	False	ES_MED_ChristusAuferstehung.jpg
23	03611	ChristusErfahren	MED	00:26:00	04.05.2026 05:30:30	Meditación: Experimentar a Cristo en nosotros	Meditación: Experimentar a Cristo en nosotros		False	False	False	False	False	False	False	zz BotschaftAusDemAll-02.jpg
28	27556	Sternstunden 04	MED	00:39:30	04.05.2026 06:05:30	Horas estelares con Gabriele. Un hombre nuevo en la corriente del amor infinito	Horas estelares con Gabriele. Un hombre nuevo en la corriente del amor infinito		False	False	False	False	False	False	False	SternstundenMargaritte.jpg
33	42341	FGE VS Les 20 ErfülltesLeben2	FGE	00:07:30	04.05.2026 06:48:30	Somos las colectividades libres - Une y sé (20) 	Una vida plena hasta en la edad madura 2		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
35	20924	Medikurs1 09	MED	00:35:30	04.05.2026 06:58:30	Meditaciones cristiano-originarias. (Curso 1º, med. 9)	Meditaciones cristiano-originarias. (Curso 1º, med. 9): «Cuanto más me oriento hacia la fuerza divina de la vida, tanto más bello y puro florezco»		False	False	False	False	False	False	False	Medikurs.jpg
39	46604	Christus Weihnachten25	OFF	00:30:00	04.05.2026 07:40:00	Una manifestación del Cristo de Dios durante la Comunidad base del Señor para la Venida del Cristo de Dios	El 24 de diciembre de 2025, el año 2 de la Era mesiánica, sofiánica  		False	False	False	False	False	False	False	ChristusZelt.jpg
43	44878	2KiZ-03Evolutionsweg 2KiZ	LIOS	00:10:30	04.05.2026 08:17:00	Liobaní: El camino de evolución. 	La escuela para la Nueva Jerusalén, para otra época – bajo el signo del Cristo de Dios, del amor a Dios y al prójimo.		False	False	False	False	False	False	False	LIOS_EvolutionsWiege.jpg
46	17887	IchBerate 03	LIOS	00:13:30	04.05.2026 08:29:30	LIOBANÍ: "No eduquéis a vuestros hijos de forma autoritaria, sed ejemplos positivos"	La Escuela-LIOBANÍ para jóvenes y adultos: Yo aconsejo. Y tú ¿lo aceptas? 3		False	False	False	False	False	False	False	Liobani.jpg
49	23314	Klassik Seele 41c_09	KONZ1	00:08:30	04.05.2026 08:49:30	Música clásica para el alma. Los conciertos de la Santec Music Orchestra	Música clásica para el alma: Concierto para flauta, fagot y orquesta en Sol menor RV 106, de Antonio Vivaldi (Sept. 2014)		False	False	False	False	False	False	False	KlassikSeele.jpg
51	43218	FGE BerichtWeltweit 02	FGE	00:27:00	04.05.2026 09:00:00	El cristianismo originario en todo el mundo. Colectividades libres internacionales bajo el signo del Lirio. La enseñanza de los cristianos originarios en la era mesiánica, sofiánica. Dios en nosotros y nosotros en Dios (2)	El cristianismo originario en todo el mundo. Colectividades libres internacionales bajo el signo del Lirio. La enseñanza de los cristianos originarios en la era mesiánica, sofiánica. Dios en nosotros y nosotros en Dios (2)		False	False	False	False	False	False	False	FGE_Rückmeldungen.jpg
52	42047	FGE VS Les 08 DuDasTier	FGE	00:07:00	04.05.2026 09:27:00	Somos las colectividades libres - Une y sé (8) 	Tú el animal, tú el hombre– quién tiene valores más elevados		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
53	33147	JugendProphet 01	LES	00:25:00	04.05.2026 09:34:00	El joven y el profeta. 1ª parte	El joven y el profeta. 1ª parte		False	False	False	False	False	False	False	JugendlicheProphet2.jpg
56	35437	ImGespräch 8	GR	00:48:00	04.05.2026 10:06:00	Entrevista al Dr. Pierre Ibisch 	Conversando con... Dr. Pierre Ibisch, Catedrático de protección medioambiental		False	False	False	False	False	False	False	ImGespraech8.jpg
59	38609	Brache	DOK	00:18:00	04.05.2026 10:57:30	Una nueva agricultura para el nuevo tiempo	Hoy con el tema: El barbecho - tierra sana, frutos sanos		False	False	False	False	False	False	False	Weltengebet.jpg
61	10795	Sternstunden 01	MED	00:26:30	04.05.2026 11:20:00	Meditación: Horas estelares con Gabriele (1): El amor es la fuente de la salud	Meditación: Horas estelares con Gabriele (1): El amor es la fuente de la salud		False	False	False	False	False	False	False	Sternstunden-08.jpg
63	47068	Christus März26	OFF	00:18:30	04.05.2026 11:49:00	El Cristo de Dios se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios en marzo de 2026, el año 3 de la Era mesiánica, sofiánica	El Cristo de Dios se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios en marzo de 2026, el año 3 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	ChristusMärz26.jpg
66	47069	Gabriele März26	OFF	00:22:30	04.05.2026 12:14:00	El serafín de la Sabiduría divina se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios en marzo de 2026, el año 3 de la Era mesiánica, sofiánica	El serafín de la Sabiduría divina se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios en marzo de 2026, el año 3 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	GabrieleMärz26_3.jpg
71	36070	MachtDerLiebe	LES	01:12:00	04.05.2026 12:48:30	Quiero rezar al amor eterno	Mensaje de Cristo de Septiembre 2021. El poder del amor		False	False	False	False	False	False	False	GPH_00.jpg
78	02316	Perlen in uns	MED	00:46:00	04.05.2026 14:10:30	Meditación: Las perlas en nosotros. El Reino de Dios, nuestro Hogar eterno	Meditación: Las perlas en nosotros. El Reino de Dios, nuestro Hogar eterno		False	False	False	False	False	False	False	PerlenInUns.jpg
80	43164	SchuleLeben 33	DWS	00:18:30	04.05.2026 15:00:00	¿Cómo es nuestra vida? ¿Vamos al Cielo o a una nueva encarnación?	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	Ruf-2.jpg
87	42048	FGE VS Les 09 BotschaftAll	FGE	00:07:00	04.05.2026 15:24:30	Somos las colectividades libres - Une y sé (9) 	El mensaje del infinito		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
90	43155	FGE VS Les 21 WorteDesLebens	FGE	00:07:30	04.05.2026 15:35:00	Somos las colectividades libres - Une y sé (21) 	Palabras de vida 1		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
93	34096	ChristusErlösung	MED	00:22:30	04.05.2026 15:46:30	Oracíon meditativa. Cristo es la redención en nosotros. 	Oracíon meditativa. Cristo es la redención en nosotros. 		False	False	False	False	False	False	False	ES_CH92ChristusErloesung.jpg
95	07594	Tiefenatmung	MED	00:31:00	04.05.2026 16:12:00	Meditación: Respirar profundamente	Meditación: Respirar profundamente		False	False	False	False	False	False	False	Tiefenatmung.jpg
99	09960	RabeRufri TB	GEKK	00:14:00	04.05.2026 16:50:30	El cuervito Rufri	Cuento animado para niños		False	False	False	False	False	False	False	RabeRufri.jpg
101	34409	1KIZ-00Liobanischule 01 ES	LIOS	00:11:30	04.05.2026 17:05:00	Liobaní: Luz y sombras en el alma y en el ser humano.	La escuela para la Nueva Jerusalén, para otra época – bajo el signo del Cristo de Dios, del amor a Dios y al prójimo.		False	False	False	False	False	False	False	LIOBANI_00.jpg
103	45346	JugendProphet 04	LES	00:22:00	04.05.2026 17:17:00	El joven y el profeta. 4ª parte	El joven y el profeta. 4ª parte		False	False	False	False	False	False	False	JugendlicheProphet.jpg
106	41247	Klassik Seele 58c_19	KONZ1	00:18:30	04.05.2026 17:41:30	Música clásica para el alma. Ouvertüre in D-Dur für Trompete, Oboe und Orchester von G.Ph. Telemann 	Música clásica para el alma. Ouvertüre in D-Dur für Trompete, Oboe und Orchester von G.Ph. Telemann 		False	False	False	False	False	False	False	AltfelderKonzerte2.jpg
107	23569	DasIstMeinWort 07	LES	00:26:30	04.05.2026 18:00:00	Esta es Mi Palabra, Alfa y Omega. Capítulo 17: Jesús envía a los doce	Esta es Mi Palabra, Alfa y Omega. Capítulo 17: Jesús envía a los doce		False	False	False	False	False	False	False	DIMW_ES-00.jpg
113	41806	FGE VS Les 06 Lebensperlen	FGE	00:06:00	04.05.2026 18:32:30	Somos las colectividades libres - Une y sé (6) 	Perlas de la vida para usted		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
116	41807	FGE VS Les 07 Bergpredigt	FGE	00:06:00	04.05.2026 18:42:00	Somos las colectividades libres - Une y sé (7) 	El Sermón de la Montaña. El camino hacia una vida plena		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
118	24093	DasIstMeinWort 20	LES	00:19:30	04.05.2026 18:49:30	Esta es Mi Palabra, Alfa y Omega. Capítulo 19 "Jesús enseña a orar"	Esta es Mi Palabra, Alfa y Omega. Capítulo 19 "Jesús enseña a orar"		False	False	False	False	False	False	False	DIMW_ES-00B.jpg
121	24094	DasIstMeinWort 21	LES	00:22:00	04.05.2026 19:16:30	Esta es Mi Palabra, Alfa y Omega. Capítulo 49 "El verdadero templo de Dios"	Esta es Mi Palabra, Alfa y Omega. Capítulo 49 "El verdadero templo de Dios"		False	False	False	False	False	False	False	DIMW_ES-00B.jpg
123	45343	Christus Nov25	OFF	00:22:30	04.05.2026 19:41:30	El Cristo de Dios se manifestó durante la reunión de la Comunidad base del Señor para la venida del Cristo de Dios. 	El 8 de noviembre de 2025, año 2 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	ChristusAbbildUndTische.jpg
125	43513	AuflösungFormen 2	SON	00:52:30	04.05.2026 20:07:30	2ª parte. Los preparativos para la disolución de todas las formas condensadas y la segunda venida del Cristo de Dios. 	Parte 2: El significado del Acto redentor del Cristo de Dios y el fin de la Caída		False	False	False	False	False	False	False	ES_Aufloesung.jpg
126	23315	Klassik Seele 41d_20	KONZ1	00:19:30	04.05.2026 21:00:00	Música clásica para el alma. Los conciertos de la Santec Music Orchestra	"Música clásica para el alma: Sueño de amor, Nocturno N° 3 en La bemol mayor, de Franz Liszt, ""La última rosa"", de la ópera Martha de Friedrich v. Flotow, preludio de la partita N° 3 BWV, de Juan Sebastián Bach, entre otros (sept. 2014)"		False	False	False	False	False	False	False	KlassikSeele.jpg
128	45215	UrchristlicherStrom 02	SON	00:54:30	04.05.2026 21:20:00	La palabra profética en la corriente cristiano-originaria - hoy y en todos los tiempos - y el intento de exterminar las comunidades originarias, a los seguidores de Jesús de Nazaret. 2ª parte	La palabra profética en la corriente cristiano-originaria - hoy y en todos los tiempos - y el intento de exterminar las comunidades originarias, a los seguidores de Jesús de Nazaret. 2ª parte		False	False	False	False	False	False	False	ES_UrchristlicheStrom2.jpg
133	47187	Ostern 2026	SON	01:03:30	04.05.2026 22:18:00	La Fiesta de la Familia de Dios en la Tierra	Cristo, el Resucitado, vino por amor a toda la Creación.		False	False	False	False	False	False	False	ES_Ostern2026.jpg
135	10687	Lernmeditation	MED	00:28:30	04.05.2026 23:27:00	Meditación: Una meditación para aprender	Meditación: Una meditación para aprender		False	False	False	False	False	False	False	Lernmeditation.jpg
137	24589	DasIstMeinWort 27	LES	00:26:00	05.05.2026 00:00:00	Esta es Mi Palabra, Alfa y Omega. Capítulo 71 "La purificación del templo" y capítulo 72 "Palabras de despedida de Jesús"	Esta es Mi Palabra, Alfa y Omega. Capítulo 71 "La purificación del templo" y capítulo 72 "Palabras de despedida de Jesús"		False	False	False	False	False	False	False	DIMW_ES-00.jpg
140	24700	DasIstMeinWort 29	LES	00:18:30	05.05.2026 00:31:30	Esta es Mi Palabra, Alfa y Omega. Capítulo 70 "Jesús reprende a Pedro por su impetuosidad"	Esta es Mi Palabra, Alfa y Omega. Capítulo 70 "Jesús reprende a Pedro por su impetuosidad"		False	False	False	False	False	False	False	DIMW_ES-00B.jpg
142	36092	MitChristusBeten	MED	00:19:00	05.05.2026 00:53:00	Oración meditativa: Rezar con Cristo	Oración meditativa: Rezar con Cristo		False	False	False	False	False	False	False	CH60MitChristusBeten.jpg
148	32169	UnserWahresSein	MED	00:27:30	05.05.2026 01:20:30	Meditación dada desde la consciencia divina: «Nuestro verdadero Ser», dada por Gabriele	Meditación dada desde la consciencia divina: «Nuestro verdadero Ser», dada por Gabriele		False	False	False	False	False	False	False	UnserWahresSein.jpg
153	27402	InnererWeg 15	GR-IW	00:28:30	05.05.2026 01:51:30	Poner los planes en la voluntad de Dios. 	El Camino interno hacia la Consciencia cósmica. Peldaño del Orden. Programa 15		False	False	False	False	False	False	False	IW_ES.jpg
157	33919	Bergpredigt 05	LES	00:23:00	05.05.2026 02:28:00	El Sermón de la Montaña de Jesús de Nazaret. Parte 5	El Sermón de la Montaña de Jesús de Nazaret. Parte 5		False	False	False	False	False	False	False	Berg_ES-00.jpg
159	33920	Bergpredigt 06	LES	00:26:00	05.05.2026 02:57:00	El Sermón de la Montaña de Jesús de Nazaret. Parte 6	El Sermón de la Montaña de Jesús de Nazaret. Parte 6		False	False	False	False	False	False	False	Berg_ES-00.jpg
