id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	40413	ImGespräch 10	GR	00:57:30	27.07.2026 00:00:00	Conversando con... Peter Berthold, Catedrático en ornitología, sobre el tema: "Salvar la biodiversidad. ¿Cómo?"	Conversando con... Peter Berthold, Catedrático en ornitología, sobre el tema: "Salvar la biodiversidad. ¿Cómo?"		False	False	False	False	False	False	False	ImGespräch10.JPG
3	34425	InnererWeg Pilot	GR-IW	00:23:30	27.07.2026 00:59:30	El Camino Interno a la consciencia cósmica – Introducción (2021)	El Camino Interno a la consciencia cósmica – Introducción (2021)		False	False	False	False	False	False	False	IW_ES.jpg
6	47972	GemeindeFels Juli2026	SON	01:20:00	27.07.2026 01:26:00	Reunión en el espíritu cristiano originario en la fuente de la Roca de Cristo, en julio de 2026, del año 3 de la Era mesiánica, sofiánica	Reunión en el espíritu cristiano originario en la fuente de la Roca de Cristo, en julio de 2026, del año 3 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	GemeindeFelsJul2.jpg
8	30744	InnereAndacht 18	MED	01:00:00	27.07.2026 02:50:00	En todo siempre está la totalidad, también en lo más pequeño	Recogimiento Interno. Parte 18. Grabación original de la serie de enseñanza "Las grandes enseñanzas cósmicas de Jesús de Nazaret a sus apósteles y discípulos que podían captarlas"		False	False	False	False	False	False	False	InnereAndacht_ES_Neu.jpg
11	23306	DasIstMeinWort 01	LES	00:23:00	27.07.2026 03:53:30	Esta es Mi Palabra, Alfa y Omega. Capítulo 38: Acerca del matar animales	Esta es Mi Palabra, Alfa y Omega. Capítulo 38: Acerca del matar animales		False	False	False	False	False	False	False	DIMW_ES-00.jpg
13	38700	SterbenLeben 01	LES	00:18:00	27.07.2026 04:19:30	¡Basta ya! Cada cual muere por sí mismo - ¿cómo?	Vivir y morir para seguir viviendo. 1ª parte		False	False	False	False	False	False	False	VivirYmorir1.jpg
16	38701	SterbenLeben 02	LES	00:22:30	27.07.2026 04:44:00	¡Basta ya! Cada cual muere por sí mismo - ¿cómo? 	Vivir y morir para seguir viviendo. 2ª parte		False	False	False	False	False	False	False	VivirYmorir2.jpg
21	35380	SchuleLeben 06	DWS	00:46:30	27.07.2026 05:11:00	Aprende a vivir con la naturaleza y los animales, así aprendes a comprenderte mejor y también a tu prójimo	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	DWS-ES_06.jpg
24	36032	SchuleLeben 15	DWS	00:28:00	27.07.2026 06:00:00	¿Qué es libertad? ¿Con qué nos la hemos quitado? ¿Y cómo la podemos recuperar?	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	Lilienzeitalter.jpg
28	32035	FindePositiveNächsten	MED	00:26:30	27.07.2026 06:35:00	Encuentra y afirma lo positivo en tu prójimo. Por Gabriele. 	Un ejercicio para ampliar la consciencia para despertar la vida interna		False	False	False	False	False	False	False	FindePositiveImNächsten.jpg
31	02738	IhreGedanken 15 1Mo	GH	00:14:30	27.07.2026 07:09:00	Sus pensamientos son su día: Comenzamos por nosotros mismos	Meditación con imágenes con impulsos para el día		False	False	False	False	False	False	False	ES_Woche.jpg
33	24418	Medikurs2 09	MED	00:32:00	27.07.2026 07:24:30	Meditaciones cristiano-originarias. (Curso 2°, med. 9)	Meditaciones cristiano-originarias. (Curso 2°, med. 9): «Yo afirmo la luz en el centro del Orden»		False	False	False	False	False	False	False	Organansprache.jpg
35	42223	FGE VS Les 16 LassNichtLos	FGE	00:06:30	27.07.2026 07:58:00	Somos las colectividades libres - Une y sé (16) 	¡No desistas, persevera!		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
37	42338	FGE VS Les 17 Liobani	FGE	00:06:30	27.07.2026 08:07:00	Somos las colectividades libres - Une y sé (17) 	Liobani		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
39	38560	Morgenmed. 2	MED	00:12:30	27.07.2026 08:14:30	Meditación matinal: La Nueva Era que está llegando, la época de la renovación de la consciencia	Meditación matinal: La Nueva Era que está llegando, la época de la renovación de la consciencia		False	False	False	False	False	False	False	Tagesgestaltung.jpg
42	32557	Klassik Seele 53b_11	KONZ1	00:10:30	27.07.2026 08:32:30	Música clásica para el alma. Los conciertos de la Santec Music Orchestra	Música clásica para el alma: Isaac Albéniz, Suite Espagnole op.47 I.Granada		False	False	False	False	False	False	False	KlassikSeele.jpg
43	02738	IhreGedanken 15 1Mo	GH	00:14:30	27.07.2026 08:43:00	Sus pensamientos son su día: Comenzamos por nosotros mismos	Meditación con imágenes con impulsos para el día		False	False	False	False	False	False	False	ES_Woche.jpg
