id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	32535	ImGespräch 6 Berthold	GR	00:50:00	09.08.2026 00:00:00	Conversando con... Catedrático Peter Berthold, ornitólogo.	Conversando con... Catedrático Peter Berthold, ornitólogo.		False	False	False	False	False	False	False	GesprBerthold.jpg
4	40512	Pflanzensude	DOK	00:20:30	09.08.2026 00:53:30	Una nueva agricultura para el nuevo tiempo	Hoy con el tema: Brebaje vegetal - líquido reforzante para el campo		False	False	False	False	False	False	False	PflanzenSude (2).jpg
7	07885	Gottes Wort	OFF	00:05:30	09.08.2026 01:16:00	Lectura de la manifestación divina: La palabra de Dios a la humanidad sobre el estado de la Tierra	Lectura de la manifestación divina: La palabra de Dios a la humanidad sobre el estado de la Tierra		False	False	False	False	False	False	False	DasEwigeWort.jpg
13	33478	GebetMutterErde	MED	00:27:00	09.08.2026 01:28:30	Oración por la Madre Tierra	Oración por la Madre Tierra		False	False	False	False	False	False	False	Erdkugel.jpg
16	48117	GemeindeWein Aug2026	SON	01:41:30	09.08.2026 02:00:00	Reunión de la Comunidad cristiano-originaria	En el viñedo de la Tierra de Cristo e Isaías, en agosto de 2026, año 3 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	Trauben.jpg
23	23413	DasIstMeinWort 03	LES	00:21:00	09.08.2026 03:49:30	Esta es Mi Palabra, Alfa y Omega. Capítulo 43: El rico y el Reino de los Cielos	Esta es Mi Palabra, Alfa y Omega. Capítulo 43: El rico y el Reino de los Cielos		False	False	False	False	False	False	False	DIMW_ES-00.jpg
25	10795	Sternstunden 01	MED	00:26:30	09.08.2026 04:13:30	Meditación: Horas estelares con Gabriele (1): El amor es la fuente de la salud	Meditación: Horas estelares con Gabriele (1): El amor es la fuente de la salud		False	False	False	False	False	False	False	Sternstunden-08.jpg
31	35452	SchuleLeben 08	DWS	00:29:30	09.08.2026 04:46:30	Salud y felicidad están en tus manos	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	DWS-ES_00.jpg
34	41299	EwigeWortErde 01	SON	00:22:00	09.08.2026 05:20:30	La Palabra Eterna va por todo el Mundo	La Palabra Eterna va por todo el Mundo. Comentarios y experiencias de oyentes y espectadores en todo el mundo 01		False	False	False	False	False	False	False	ES_EwigerWort.jpg
35	05495	Morgenmed. 1	MED	00:12:00	09.08.2026 05:42:30	Meditación matinal (15)	Meditación matinal (15)		False	False	False	False	False	False	False	ErlebeDieEinheit.jpg
41	35758	SchuleLeben 12	DWS	00:27:00	09.08.2026 06:00:00	Aprendemos a focalizar	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	Blume_Fokusieren.jpg
46	08308	Zuversicht 4	MED	00:21:00	09.08.2026 06:34:00	Meditación: Confianza (4) - «Si queremos cambiar el mundo, tenemos que cambiar nosotros mismos»	Meditación: Confianza (4) - «Si queremos cambiar el mundo, tenemos que cambiar nosotros mismos»		False	False	False	False	False	False	False	Zuversicht.jpg
48	41750	FGE VS Les 04 SieSindNiAllein	FGE	00:05:00	09.08.2026 06:58:00	Somos las colectividades libres - Une y sé (4) 	Usted no está sólo		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
51	33528	IhreGedanken 08 1Mo	GH	00:11:00	09.08.2026 07:04:30	Sus pensamientos son su día.	Meditación con imágenes con impulsos para el día		False	False	False	False	False	False	False	ES_Woche.jpg
54	45208	TiereHierZuHause 01	DOK	00:14:30	09.08.2026 07:20:00	"Aquí estamos en casa" - animales en la tierra de la paz 1ª parte	"Aquí estamos en casa" - animales en la tierra de la paz 1ª parte		False	False	False	False	False	False	False	ES_DOK_TiereHierZuhause.jpg
56	24523	Medikurs2 11	MED	00:28:00	09.08.2026 07:35:00	Meditaciones cristiano-originarias. (Curso 2°, med. 11)	Meditaciones cristiano-originarias. (Curso 2°, med. 11): «En lo más sagrado que hay en mí, soy conscientemente tocado por Dios»		False	False	False	False	False	False	False	Organansprache.jpg
59	09960	RabeRufri TB	GEKK	00:14:00	09.08.2026 08:07:30	El cuervito Rufri	Cuento animado para niños		False	False	False	False	False	False	False	RabeRufri.jpg
61	36177	Handschreiben 02	GEKK	00:23:00	09.08.2026 08:23:00	Escuela Liobaní: Hoy aprendemos a escribir a mano. Hoy: B-a-u-m	Escuela Liobaní: Hoy aprendemos a escribir a mano. Hoy: B-a-u-m		False	False	False	False	False	False	False	Handschreiben2.jpg
63	40502	BerichtAfrika 01	LIOS	00:10:30	09.08.2026 08:47:30	Liobaní - Informe llegado de África	Liobaní - La escuela para la Nueva Jerusalén, para otra época – bajo el signo del Cristo de Dios, del amor a Dios y al prójimo: Informe llegado de África		False	False	False	False	False	False	False	LIOS_BerichteAusAfrika.JPG
65	33084	ImGespräch 7	GR	00:25:30	09.08.2026 09:00:00	Conversando con... Sven Johannsen	Conversando con... Sven Johannsen - Experto de sonidos		False	False	False	False	False	False	False	ImGesprJohans.jpg
69	02316	Perlen in uns	MED	00:46:00	09.08.2026 09:30:00	Meditación: Las perlas en nosotros. El Reino de Dios, nuestro Hogar eterno	Meditación: Las perlas en nosotros. El Reino de Dios, nuestro Hogar eterno		False	False	False	False	False	False	False	PerlenInUns.jpg
71	31056	InnereAndacht 22	MED	00:57:30	09.08.2026 10:20:00	Superar las apariencias, encontrar la verdad	Recogimiento Interno. Parte 22: Superar las apariencias, encontrar la verdad		False	False	False	False	False	False	False	InnereAndacht22.jpg
78	11137	Sternstunden 02	MED	00:30:30	09.08.2026 11:23:30	Meditación: Horas estelares con Gabriele (2): Libertad, amor, unidad	Meditación: Horas estelares con Gabriele (2): Libertad, amor, unidad		False	False	False	False	False	False	False	GuteNacht5.jpg
81	48117	GemeindeWein Aug2026	SON	01:41:30	09.08.2026 12:00:00	Reunión de la Comunidad cristiano-originaria	En el viñedo de la Tierra de Cristo e Isaías, en agosto de 2026, año 3 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	Trauben.jpg
89	35571	SchuleLeben 09	DWS	00:29:30	09.08.2026 13:52:30	El subconsciente que nos hace enfermar y la vida	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	DWS-ES_01.jpg
93	41824	EwigeWortErde 02	SON	00:25:00	09.08.2026 14:28:30	La Palabra Eterna se difunde a través de radio y televisión por toda la Tierra	La Palabra Eterna se difunde a través de radio y televisión por toda la Tierra		False	False	False	False	False	False	False	ES_EwigerWort.jpg
102	02314	Das Gebet	MED	00:33:00	09.08.2026 15:05:30	Meditación: La oración. ¿Qué rezamos? ¿Cómo rezamos? ¿Dónde rezamos?	Meditación: La oración. ¿Qué rezamos? ¿Cómo rezamos? ¿Dónde rezamos?		False	False	False	False	False	False	False	DasGebet.jpg
105	42296	SchuleLeben 25	DWS	00:36:30	09.08.2026 15:40:00	Cristo es el reformador interno	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	DWS-ES_00.jpg
108	24523	Medikurs2 11	MED	00:28:00	09.08.2026 16:23:00	Meditaciones cristiano-originarias. (Curso 2°, med. 11)	Meditaciones cristiano-originarias. (Curso 2°, med. 11): «En lo más sagrado que hay en mí, soy conscientemente tocado por Dios»		False	False	False	False	False	False	False	Organansprache.jpg
111	33531	IhreGedanken 08 4Do	GH	00:12:30	09.08.2026 16:56:30	Sus pensamientos son su día.	Meditación con imágenes con impulsos para el día		False	False	False	False	False	False	False	ES_Woche.jpg
114	34530	2KiZ-02Gedankenwesen	LIOS	00:16:00	09.08.2026 17:14:00	Liobaní. Los pensamientos, los entes invisibles.	La escuela para la Nueva Jerusalén, para otra época – bajo el signo del Cristo de Dios, del amor a Dios y al prójimo.		False	False	False	False	False	False	False	LIOBANI_00.jpg
116	33147	JugendProphet 01	LES	00:25:00	09.08.2026 17:31:30	El joven y el profeta. 1ª parte	El joven y el profeta. 1ª parte		False	False	False	False	False	False	False	JugendlicheProphet2.jpg
118	40747	Männerwelt Teil 2	SON	01:11:30	09.08.2026 18:00:00	El mundo masculino - ayer y hoy. Las tres cualidades del Dios Padre-Madre y la capitulación del satanista. 2ª parte	El mundo masculino - ayer y hoy. Las tres cualidades del Dios Padre-Madre y la capitulación del satanista. 2ª parte		False	False	False	False	False	False	False	MaenerWelt.jpg
124	47909	LebenDesSommers	MED	00:23:30	09.08.2026 19:22:00	La vida del verano, la madurez, la vida en nosotros	Meditación dada por Gabriele, la profeta y enviada del Reino Eterno, el 24 de junio de 1988		False	False	False	False	False	False	False	47909_ES_MED_DasLebenDesSommers.jpg
129	26939	Gemeinschaften 01	FGE	00:08:00	09.08.2026 19:51:00	Las colectividades libres bajo el signo del Lirio: Palabras y formas de comportamiento son energías. ¿A dónde van?	Las colectividades libres bajo el signo del Lirio: Palabras y formas de comportamiento son energías. ¿A dónde van?		False	False	False	False	False	False	False	Lilie.jpg
