id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	07885	Gottes Wort	OFF	00:05:30	06.07.2026 00:00:00	Lectura de la manifestación divina: La palabra de Dios a la humanidad sobre el estado de la Tierra	Lectura de la manifestación divina: La palabra de Dios a la humanidad sobre el estado de la Tierra		False	False	False	False	False	False	False	DasEwigeWort.jpg
3	33647	JugendProphet 03	LES	00:22:00	06.07.2026 00:09:30	El joven y el profeta. 3ª parte	El joven y el profeta. 3ª parte		False	False	False	False	False	False	False	JugendlicheProphet3.jpg
6	45215	UrchristlicherStrom 02	SON	00:54:30	06.07.2026 00:34:30	La palabra profética en la corriente cristiano-originaria - hoy y en todos los tiempos - y el intento de exterminar las comunidades originarias, a los seguidores de Jesús de Nazaret. 2ª parte	La palabra profética en la corriente cristiano-originaria - hoy y en todos los tiempos - y el intento de exterminar las comunidades originarias, a los seguidores de Jesús de Nazaret. 2ª parte		False	False	False	False	False	False	False	ES_UrchristlicheStrom2.jpg
8	40413	ImGespräch 10	GR	00:57:30	06.07.2026 01:33:00	Conversando con... Peter Berthold, Catedrático en ornitología, sobre el tema: "Salvar la biodiversidad. ¿Cómo?"	Conversando con... Peter Berthold, Catedrático en ornitología, sobre el tema: "Salvar la biodiversidad. ¿Cómo?"		False	False	False	False	False	False	False	ImGespräch10.JPG
12	37874	Urgesteinsmehl	DOK	00:15:30	06.07.2026 02:37:00	Una nueva agricultura para el nuevo tiempo	Hoy con el tema:  Harina de roca - alimento para nuestros campos		False	False	False	False	False	False	False	ES_UrgesteinMehl.jpg
15	39755	AllesKommunikation2 WEB	LES	01:06:00	06.07.2026 02:55:00	Todo es comunicación	La era mesiánica sofiánica. Todo es comunicación. Enseñanzas espirituales divinas de Gabriele, la profeta y enviada de Dios, dadas en marzo de 2019		False	False	False	False	False	False	False	AllesKommunikation2.jpg
17	39319	Herzensgebete	MED	00:13:00	06.07.2026 04:03:00	Oración meditativa: La oración de corazón es alimento para el alma	Oración meditativa: La oración de corazón es alimento para el alma		False	False	False	False	False	False	False	InnereRuhe.jpg
19	47201	Christus Ostern26	OFF	00:27:30	06.07.2026 04:19:00	El Cristo de Dios se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios el Viernes Santo de 2026, el año 3 de la Era mesiánica, sofiánica	El Cristo de Dios se manifestó en la Comunidad base del Señor para la construcción del Reino de Paz del Cristo de Dios el Viernes Santo de 2026, el año 3 de la Era mesiánica, sofiánica		False	False	False	False	False	False	False	ES_OFFChristusOstern26.jpg
22	45375	StummeBitten	LES	00:10:00	06.07.2026 04:52:30	Súplicas silenciosas	Un extracto de: "Súplicas silenciosas" de Manfred Kyber		False	False	False	False	False	False	False	ES_StummeBitte.jpg
28	45001	SchuleLeben 34	DWS	00:25:00	06.07.2026 05:09:00	Solo quien se respeta a sí mismo, respeta también  a su prójimo	La verdadera escuela es la vida. Horas de enseñanza dadas desde la sabiduría divina		False	False	False	False	False	False	False	KindUndOpa.jpg
31	07030	InnereLeben x	MED	00:12:00	06.07.2026 05:42:00	Meditación: La vida interna es el Espíritu	Meditación: La vida interna es el Espíritu		False	False	False	False	False	False	False	InnereLeben.jpg
33	35758	SchuleLeben 12	DWS	00:27:00	06.07.2026 06:00:00	Aprendemos a focalizar	La verdadera escuela es la vida. Horas de enseñanza dadas desde la Sabiduría divina.		False	False	False	False	False	False	False	Blume_Fokusieren.jpg
38	08308	Zuversicht 4	MED	00:21:00	06.07.2026 06:34:00	Meditación: Confianza (4) - «Si queremos cambiar el mundo, tenemos que cambiar nosotros mismos»	Meditación: Confianza (4) - «Si queremos cambiar el mundo, tenemos que cambiar nosotros mismos»		False	False	False	False	False	False	False	Zuversicht.jpg
40	41750	FGE VS Les 04 SieSindNiAllein	FGE	00:05:00	06.07.2026 06:58:00	Somos las colectividades libres - Une y sé (4) 	Usted no está sólo		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
43	33528	IhreGedanken 08 1Mo	GH	00:11:00	06.07.2026 07:04:30	Sus pensamientos son su día. Hablado por Gabriele - Lunes	Hablado por Gabriele - Lunes		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
47	45208	TiereHierZuHause 01	DOK	00:14:30	06.07.2026 07:20:30	"Aquí estamos en casa" - animales en la tierra de la paz 1ª parte	"Aquí estamos en casa" - animales en la tierra de la paz 1ª parte		False	False	False	False	False	False	False	ES_DOK_TiereHierZuhause.jpg
52	24415	Medikurs2 06	MED	00:51:00	06.07.2026 07:41:30	Meditaciones cristiano-originarias. (Curso 2°, med. 6)	Meditaciones cristiano-originarias. (Curso 2°, med. 6): «En la cuarta fuerza de toma de consciencia arde la luz del Cristo Redentor»		False	False	False	False	False	False	False	Organansprache.jpg
54	42048	FGE VS Les 09 BotschaftAll	FGE	00:07:00	06.07.2026 08:35:30	Somos las colectividades libres - Une y sé (9) 	El mensaje del infinito		False	False	False	False	False	False	False	ES_FGE_VerbindeUndSei.jpg
56	33528	IhreGedanken 08 1Mo	GH	00:11:00	06.07.2026 08:43:30	Sus pensamientos son su día. Hablado por Gabriele - Lunes	Hablado por Gabriele - Lunes		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
60	44876	GottVater Pfingsten25	OFF	00:39:00	06.07.2026 09:00:00	Dios-Padre se manifestó durante la reunión de la Comunidad cristiano-originaria en Pentecostés, el 7 de junio de 2025, en la Comunidad del Señor para la construcción del Reino de Paz del Cristo de Dios 	Dios-Padre se manifestó durante la reunión de la Comunidad cristiano-originaria en Pentecostés, el 7 de junio de 2025, en la Comunidad del Señor para la construcción del Reino de Paz del Cristo de Dios 		False	False	False	False	False	False	False	ES_OFF_GOTT_Pfingsten.jpg
62	45346	JugendProphet 04	LES	00:22:00	06.07.2026 09:43:00	El joven y el profeta. 4ª parte	El joven y el profeta. 4ª parte		False	False	False	False	False	False	False	JugendlicheProphet.jpg
65	45490	UrchristlicherStrom 03	SON	01:06:30	06.07.2026 10:08:00	La palabra profética en la corriente cristiano-originaria - hoy y en todos los tiempos - y el intento de exterminar las comunidades originarias, a los seguidores de Jesús de Nazaret. 3ª parte	La palabra profética en la corriente cristiano-originaria - hoy y en todos los tiempos - y el intento de exterminar las comunidades originarias, a los seguidores de Jesús de Nazaret. 3ª parte		False	False	False	False	False	False	False	ES_UrchristlicherStrom01.jpg
67	32535	ImGespräch 6 Berthold	GR	00:50:00	06.07.2026 11:18:30	Conversando con... Catedrático Peter Berthold, ornitólogo.	Conversando con... Catedrático Peter Berthold, ornitólogo.		False	False	False	False	False	False	False	GesprBerthold.jpg
70	28172	BodenlebenErde	FILM	00:53:30	06.07.2026 12:12:00	El suelo sobre el que vivimos. Un cosmos desconocido.	Documental sobre la vida que no se ve y la perfecta cordinación del biotopo en la tierra.		False	False	False	False	False	False	False	Bodenleben2.jpg
72	40159	SoWieIhrGebt Neu	MED	00:32:00	06.07.2026 13:07:30	Oración meditativa: Tal como dais, así os será dado	Oración meditativa: Tal como dais, así os será dado		False	False	False	False	False	False	False	ES_SoWieIhrGebt.jpg
73	07030	InnereLeben x	MED	00:12:00	06.07.2026 13:39:30	Meditación: La vida interna es el Espíritu	Meditación: La vida interna es el Espíritu		False	False	False	False	False	False	False	InnereLeben.jpg
75	08333	JederAtemzug	MED	00:30:00	06.07.2026 13:53:30	Meditación: Cada respiración es presencia de Dios	Meditación: Cada respiración es presencia de Dios		False	False	False	False	False	False	False	JederAtemzug.jpg
