id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	42347	Gemeinschaften 12	FGE	00:14:00	07.09.2026 00:00:00	As Comunidades Livres Sob o Signo do Lírio. Tema: A vida é evolução	As Comunidades Livres Sob o Signo do Lírio. Tema: A vida é evolução		False	False	False	False	False	False	False	Herzensgebet.jpg
7	35946	SchuleLeben 16	DWS	00:28:30	07.09.2026 00:19:00	A Verdadeira Escola é a Vida. Horas de Ensino a partir da sabedoria Divina: "O Aprendizado Correto Eleva a Nossa Existência a um Ganho na Vida"	A Verdadeira Escola é a Vida. Horas de Ensino a partir da sabedoria Divina: "O Aprendizado Correto Eleva a Nossa Existência a um Ganho na Vida"		False	False	False	False	False	False	False	DWSLebensgewinn.jpg
10	33566	WoherAngst	MED	00:23:00	07.09.2026 00:51:00	De Onde Vem o Nosso Temor?	Meditação de oração para a introspecção - De Onde Vem o Nosso Temor?		False	False	False	False	False	False	False	WoherAngst.jpg
12	40093	LebenAllLiebe	MED	00:28:00	07.09.2026 01:17:00	Meditação de Oração. A Vida é o Todo-Amor Cósmico da Unidade	Meditação de Oração. A Vida é o Todo-Amor Cósmico da Unidade		False	False	False	False	False	False	False	PT_CH264LebeAllLiebe.jpg
14	24045	DasIstMeinWort 18	LES	00:23:00	07.09.2026 01:46:00	Esta é a Minha Palavra, A e Ω. Capítulo 47: "A correta compreensão dos Mandamentos"	Esta é a Minha Palavra, A e Ω. Capítulo 47: "A correta compreensão dos Mandamentos"		False	False	False	False	False	False	False	Propheten.jpg
20	30896	InnereAndacht 20	MED	01:00:00	07.09.2026 02:12:30	Devocional Interior, 20ª Parte 	Alcance a felicidade interior através da consciência: DEUS está presente. Ele está em tudo. 		False	False	False	False	False	False	False	PT_InnereAndacht20_bearb.jpg
27	46879	GottVater Feb26	OFF	00:36:00	07.09.2026 03:16:30	Deus-Pai se revelou na Comunidade Central do Senhor para a edificação do Reino da Paz do Cristo de Deus em fevereiro de 2026, o terceiro ano da Era Messiânica e Sofiânica	Deus-Pai se revelou na Comunidade Central do Senhor para a edificação do Reino da Paz do Cristo de Deus em fevereiro de 2026, o terceiro ano da Era Messiânica e Sofiânica		False	False	False	False	False	False	False	CHFeuerSchüssel.jpg
34	14925	Planeten 4	FILM	00:52:00	07.09.2026 04:05:30	O planeta Terra:  A formosura da terra e a campanha do homem contra a vida	O planeta Terra:  A formosura da terra e a campanha do homem contra a vida		False	False	False	False	False	False	False	Planeten-4.jpg
36	37875	LandBlühstreifen	DOK	00:17:00	07.09.2026 05:00:30	A nova agricultura para a nova era 	Campos florescentes - cheios de vida!		False	False	False	False	False	False	False	BauenBruecke.jpg
42	32250	DasLilienzeitalter 02 HoheZeit	FGE	00:50:30	07.09.2026 05:28:00	A Idade do Lírio. O Elevado Tempo - Depois do Tempo. 2ª Parte	A Idade do Lírio. O Elevado Tempo - Depois do Tempo. 2ª Parte		False	False	False	False	False	False	False	Lilie2.jpg
48	40070	WortAuferstanden 01 WEB	LES	00:30:00	07.09.2026 06:28:00	A Palavra ressuscitou e se espalhou pelo mundo. 	Parte 1: Reconheca-se e Cure a Si Mesmo pelo Poder do Espírito		False	False	False	False	False	False	False	ZellOFFBd.jpg
54	39401	ChristusSeelenarzt	MED	00:16:30	07.09.2026 07:04:00	Cristo em nós, o médico da alma	Meditação de Oração. Cristo em nós, o médico da alma		False	False	False	False	False	False	False	PT_CH249SeelenArzt.jpg
57	35373	BotschaftAusDemAll 06 Webstuhl	LES	00:26:30	07.09.2026 07:23:30	O Reino Eterno: "A  Alma como um Tear - Você Tece os Seus Sentimentos, Pensamentos, Palavras e Atos Nele" Uma leitura de uma revelação do Cristo de Deus dada através de Gabriele, a profetisa e emissária do Reino Eterno, no dia 5 de agosto de 1988 em Würzburg, Alemanha	Uma leitura de uma revelação do Cristo de Deus dada através de Gabriele, a profetisa e emissária do Reino Eterno		False	False	False	False	False	False	False	ZellOFFBd.jpg
59	32043	FindePositiveNächsten	MED	00:26:30	07.09.2026 07:57:00	Encontre e afirme o positivo no teu próximo	Meditação - Encontre e afirme o positivo no teu próximo		False	False	False	False	False	False	False	BotschaftAusDemAll 03.jpg
63	45345	Christus Nov25	OFF	00:22:30	07.09.2026 08:30:30	Revela-Se o Cristo de Deus durante o Encontro da Comunidade Central do Senhor para a Vinda do Cristo de Deus	No dia 8 de nevombro, ano 2 da Era Messiânica e Sofiânica		False	False	False	False	False	False	False	ChristusAbbildUndTische.jpg
65	23430	DasIstMeinWort 05	LES	00:28:30	07.09.2026 08:56:30	Esta é a Minha Palavra, A e Ω. Capítulo 21: "Jesus repreende a crueldade contra um cavalo"	Esta é a Minha Palavra, A e Ω. Capítulo 21: "Jesus repreende a crueldade contra um cavalo"		False	False	False	False	False	False	False	PT_DasIStMeinWort2.jpg
67	23714	DasIstMeinWort 08	LES	00:19:30	07.09.2026 09:28:00	Esta é a Minha Palavra, A e Ω. Capítulo 34 e 41: "O Amor de Jesus por Todas as Criaturas", "A conversão do aprisionador de pássaros - A cura de um cego"  	Esta é a Minha Palavra, A e Ω. Capítulo 34 e 41: "O Amor de Jesus por Todas as Criaturas", "A conversão do aprisionador de pássaros - A cura de um cego"  		False	False	False	False	False	False	False	PT_DasIstMeinWort1.jpg
75	35420	SchuleLeben 10	DWS	00:18:30	07.09.2026 09:56:00	A Verdadeira Escola é a Vida. Horas de Ensino a partir da sabedoria Divina: "O Deus que fala"	A Verdadeira Escola é a Vida. Horas de Ensino a partir da sabedoria Divina: "O Deus que fala"		False	False	False	False	False	False	False	DieWahreSchule.jpg
79	28872	InnereAndacht 07	MED	01:00:00	07.09.2026 10:19:30	Devocional Interior, 7ª Parte	Quem Vive no Seu Mais Interior em Deus, é Divino		False	False	False	False	False	False	False	InnereAndacht_PT_Neu.jpg
82	35373	BotschaftAusDemAll 06 Webstuhl	LES	00:26:30	07.09.2026 11:25:30	O Reino Eterno: "A  Alma como um Tear - Você Tece os Seus Sentimentos, Pensamentos, Palavras e Atos Nele" Uma leitura de uma revelação do Cristo de Deus dada através de Gabriele, a profetisa e emissária do Reino Eterno, no dia 5 de agosto de 1988 em Würzburg, Alemanha	Uma leitura de uma revelação do Cristo de Deus dada através de Gabriele, a profetisa e emissária do Reino Eterno		False	False	False	False	False	False	False	ZellOFFBd.jpg
87	14019	Vater Unser	MED	00:30:30	07.09.2026 11:55:00	Meditacão: O Pai nosso 	Meditacão: O Pai nosso 		False	False	False	False	False	False	False	Vaterworte.jpg
93	43224	FGE BerichtWeltweit 02	FGE	00:27:00	07.09.2026 12:30:30	O Cristianismo Original em todo o mundo. Comunidades Livres Internacionais sob o Signo do Lírio. O Ensinamento dos Cristãos Originais na Idade Messiânica Sofiânica - Deus em nós e nós em Deus (2)	O Cristianismo Original em todo o mundo. Comunidades Livres Internacionais sob o Signo do Lírio. O Ensinamento dos Cristãos Originais na Idade Messiânica Sofiânica - Deus em nós e nós em Deus (2)		False	False	False	False	False	False	False	PT_FGEBerichte2.jpg
94	48387	RechtesBetenHaltung	MED	00:21:00	07.09.2026 12:57:30	Orar corretamente. Significa ter uma postura correta	Meditação dada por Gabriele, a profetisa e emissária do Reino Eterno em 04 de março 2005		False	False	False	False	False	False	False	MED_RechtesBetenHaltung.jpg
100	48123	GemeindeWein Aug2026	SON	01:41:30	07.09.2026 13:24:30	Reunião da Comunidade Cristã Original na Vinha na Terra de Cristo-Isaías, em agosto de 2026, ano 3 da Era Messiânica e Sofiânica	Reunião da Comunidade Cristã Original na Vinha na Terra de Cristo-Isaías, em agosto de 2026, ano 3 da Era Messiânica e Sofiânica		False	False	False	False	False	False	False	Trauben.jpg
104	27355	Sternstunden 05	MED	00:39:00	07.09.2026 15:15:30	Horas estelares com Gabriele. A  Alma Luminosa na Luz do Cristo de Deus	Horas estelares com Gabriele. A  Alma Luminosa na Luz do Cristo de Deus		False	False	False	False	False	False	False	Sternstunden05.jpg
106	41010	Zelt GottHeilt 04 WEB	LES-ZELT	00:24:30	07.09.2026 15:56:30	Uma leitura do livro "Deus Cura" de Gabriele. Parte 4. Desde o Arco da Aliança do Espírito Livre, desde a Tenda de Deus, a palavra eterna vem diretamente a nós	Uma leitura do livro "Deus Cura" de Gabriele. Parte 4. Desde o Arco da Aliança do Espírito Livre, desde a Tenda de Deus, a palavra eterna vem diretamente a nós		False	False	False	False	False	False	False	GottHeilt.jpg
115	43523	AuflösungFormen 3	SON	00:53:00	07.09.2026 16:30:30	3a Parte. Os preparativos para a dissolução de todas as formas condensadas e o retorno do Cristo de Deus	3a Parte: O retorno dos filhos de Deus – de volta para a unidade de toda a vida e para o amor eterno		False	False	False	False	False	False	False	PT_Aufloesung.jpg
120	40683	SaatUndErnte3 2KiZ	LIOS	00:14:00	07.09.2026 17:26:30	Liobani: Qual o significado da lei de semente e colheita?	Liobani: Qual o significado da lei de semente e colheita? A escola a para Nova Jerusalém para um tempo diferente no signo do Cristo de Deus, do amor a Deus e ao próximo		False	False	False	False	False	False	False	EntschprecungJPG.jpg
127	45448	JesusKamFürTiere	LES	00:39:00	07.09.2026 17:47:30	Jesus de Nazaré também veio para os animais	Jesus de Nazaré também veio para os animais		False	False	False	False	False	False	False	BundGottTiere.jpg
129	44383	Nachruhm	LES	00:24:30	07.09.2026 18:27:30	Leitura do: "Memória Pósthuma" de Manfred Kyber	Leitura do: "Memória Pósthuma" de Manfred Kyber		False	False	False	False	False	False	False	PT_Nachrum.jpg
