id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	VerweileInDir	00:17:00	MED	15.06.2026 00:00:00	Verweile in dir - nütze den Tag	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele.	SNJ	False	False	False	False	False	False	False	DE_MED_VerweileInDir_NeuAltErsetzen2_16zu9.mpg	VerweileInDir.JPG
7	FGE BerichtWeltweit 02 (AnhTafel)	00:27:00	GR-ALLG	15.06.2026 00:25:00	Urchristentum weltweit - Freie Gemeinschaften international im Zeichen der Lilie	Bericht zum Thema "Urchristentum weltweit - Freie Gemeinschaften international im Zeichen der Lilie, Sophia, der Gottes- und Nächstenliebe. Die Lehre der Urchristen im messianischen sophianischen Zeitalter - Gott in uns und wir in Gott", Folge 2 	SNJ	False	False	False	False	False	False	False	DE_FGE_Rueckmeldungen_02_Kurz_16zu9.mpg	FGE_BerichtWeltweit.jpg
16	InnereAndacht 09 A	01:00:00	MED	15.06.2026 01:00:00	Innere Andacht	Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 9: Was auch geschieht, Christus, der Halt, die Sicherheit, ist in uns.	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_09_NAE1_16zu9.mpg	InnereAndacht.jpg
20	JugendProphet 13 A	00:16:30	LES	15.06.2026 02:05:00	Der Jugendliche und der Prophet (13)	Lesung aus einem Gespräch mit Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, Folge 13	SNJ	False	False	False	False	False	False	False	DE_LES_JugendProphet_13_2026_16zu9.mpg	JugendProphet.jpg
30	UrchristlicherStrom 01 A	00:53:00	GR-ALLG	15.06.2026 02:30:00	Das prophetische Wort im urchristlichen Strom - heute und zu allen Zeiten	Gesprächsrunde zum Thema "Das prophetische Wort im urchristlichen Strom - heute und zu allen Zeiten und der Versuch der Ausmerzung der Urgemeinden, der Nachfolger des Jesus von Nazareth" Teil 1	SNJ	False	False	False	False	False	False	False	DE_SON_UrchristlicherStrom_01_NAE_16zu9.mpg	UrchristlicherStrom.jpg
35	RechtesBetenHaltung	00:21:00	MED	15.06.2026 03:30:00	Rechtes Beten heißt Haltung anzunehmen	Meditation zur Verinnerlichung, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches am 04.03.2005	SNJ	False	False	False	False	False	False	False	DE_MED_RechtesBetenHaltung_16zu9.mpg	RechtesBetenHaltung.jpg
42	Urgesteinsmehl	00:15:00	REP	15.06.2026 04:00:00	Eine neue Landwirtschaft für die Neue Zeit	Dokumentation über eine neue Landwirtschaft im Einklang mit der Natur. Heute: Urgesteinsmehl - Nahrung für unsere Felder	SNJ	False	False	False	False	False	False	False	DE_DOK_LandUrgesteinsmehl_NAE2_16zu9.mpg	Landwirtschaft 1.jpg
45	Pfingsten26	01:30:30	GR-ALLG	15.06.2026 04:20:00	Pfingsten, der redende Gott - für das Leben in allem Sein	Die Stammgemeinde des Herrn für den Aufbau des Friedensreiches des Christus Gottes lädt ein zum urchristlichen Gemeindetreffen, an Pfingsten 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_Pfingsten26_16zu9.mpg	Pfingsten26.jpg
50	IhreGedanken 15 1Mo	00:14:30	MED-TAG	15.06.2026 06:00:00	Ihre Gedanken sind Ihr Tag	Bildmeditation als Richtschnur für den Tag, heute mit dem Leitgedanken: Wir beginnen bei uns selbst (15a).	SNJ	False	False	False	False	False	False	False	DE_GH_Woche15Montag_008_NeuAltErsetzen_16zu9.mpg	IhreGedanken.jpg
56	Medikurs2 02	00:30:00	MED	15.06.2026 06:20:30	Urchristlich Meditieren II	Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger zweiter Schulungszyklus, Folge 2: Aus dem Zentrum der Liebe strömt die göttliche Kraft.	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs2AusDemZentrum_002_16zu9.mpg	Medikurs.JPG
59	Sternstunden 08 A	00:38:00	MED	15.06.2026 06:55:00	Unser physischer Leib: der Mikrokosmos im Makrokosmos	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 06.09.2002.	SNJ	False	False	False	False	False	False	False	DE_MED_SternPhysischerLeib_008_16zu9.mpg	Sternstunden-08.jpg
63	IhreGedanken 15 1Mo	00:14:30	MED-TAG	15.06.2026 07:40:00	Ihre Gedanken sind Ihr Tag	Bildmeditation als Richtschnur für den Tag, heute mit dem Leitgedanken: Wir beginnen bei uns selbst (15a).	SNJ	False	False	False	False	False	False	False	DE_GH_Woche15Montag_008_NeuAltErsetzen_16zu9.mpg	IhreGedanken.jpg
68	SchuleLeben 40 A	00:29:30	GR-LEB	15.06.2026 08:00:00	Die wahre Schule ist das Leben (40)	Lehrstunden aus der göttlichen Weisheit - heute mit dem Thema: Die Bergpredigt im Alltag - Seligpreisungen, Teil 1	SNJ	False	False	False	False	False	False	False	DE_DWS_40Seligpreisung1_16zu9.mpg	SchuleLeben 02.jpg
75	Ruf 4 Herzensanliegen	00:07:30	SON	15.06.2026 08:45:00	Ein Gebet für unsere Herzensanliegen	Bebilderter Ruf von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches: Ein Gebet für unsere Herzensanliegen	SNJ	False	False	False	False	False	False	False	DE_SON_GabiGebetHerzensanli_16zu9.mpg	Ruf-4.jpg
79	IchKommeBald	01:25:00	LILIE	15.06.2026 09:00:00	Ich komme bald! Ich Bin der Christus Gottes	Das Lilienzeitalter, das messianische, sophianische Zeitalter. Offenbarung des Christus Gottes durch die Prophetin und Botschafterin des Ewigen Reiches Gabriele. Gegeben im Frühjahr 2019	SNJ	False	False	False	False	False	False	False	DE_LILIE_IchKommeBald_16zu9.mpg	IchKommeBald1.jpg
